Country,SpatialDim,TimeDim,NumericValue,Low,High,Value
Andorra,AND,2004,6.81397,2.61217,13.47624,6.8 [2.6-13.5]
Andorra,AND,2005,8.28522,3.21963,16.10383,8.3 [3.2-16.1]
Andorra,AND,1999,8.95711,4.69199,14.74903,9.0 [4.7-14.7]
Andorra,AND,2004,11.15612,4.58908,21.1491,11.2 [4.6-21.1]
Andorra,AND,2010,11.98179,5.16291,21.89288,12.0 [5.2-21.9]
Andorra,AND,1993,5.01983,1.84263,10.34896,5.0 [1.8-10.3]
Andorra,AND,1990,6.41614,2.21895,13.39209,6.4 [2.2-13.4]
Andorra,AND,1992,6.69085,2.45416,13.54436,6.7 [2.5-13.5]
Andorra,AND,2018,10.73784,5.30256,18.12095,10.7 [5.3-18.1]
Andorra,AND,2012,8.18358,3.12963,16.54622,8.2 [3.1-16.5]
Andorra,AND,1991,7.65434,2.78556,15.52657,7.7 [2.8-15.5]
Andorra,AND,1993,7.54033,3.83389,12.71446,7.5 [3.8-12.7]
Andorra,AND,1990,6.99455,3.46138,12.00543,7.0 [3.5-12.0]
Andorra,AND,2006,8.29113,3.26764,16.09989,8.3 [3.3-16.1]
Andorra,AND,1991,5.26512,2.60448,9.09367,5.3 [2.6-9.1]
Andorra,AND,2001,9.49761,5.00812,15.51206,9.5 [5.0-15.5]
Andorra,AND,2020,11.08679,5.09152,19.36239,11.1 [5.1-19.4]
Andorra,AND,2019,11.21033,4.13892,22.19592,11.2 [4.1-22.2]
Andorra,AND,2003,8.1455,4.29517,13.30668,8.1 [4.3-13.3]
Andorra,AND,2015,10.33549,5.45784,16.67219,10.3 [5.5-16.7]
Andorra,AND,1994,8.39981,3.1314,16.83946,8.4 [3.1-16.8]
Andorra,AND,1992,4.86709,1.74962,10.13215,4.9 [1.7-10.1]
Andorra,AND,2015,12.53378,5.26114,23.31603,12.5 [5.3-23.3]
Andorra,AND,1998,6.00129,2.28427,11.91298,6.0 [2.3-11.9]
Andorra,AND,2018,9.15722,4.48406,15.5545,9.2 [4.5-15.6]
Andorra,AND,1990,5.6403,1.99712,11.60784,5.6 [2.0-11.6]
Andorra,AND,2016,10.78387,4.41265,20.33789,10.8 [4.4-20.3]
Andorra,AND,1991,6.54823,2.33344,13.49582,6.5 [2.3-13.5]
Andorra,AND,2017,9.03621,4.57593,15.0108,9.0 [4.6-15.0]
Andorra,AND,2014,8.78898,4.65539,14.1812,8.8 [4.7-14.2]
Andorra,AND,2004,9.19987,3.7423,17.66956,9.2 [3.7-17.7]
Andorra,AND,2019,8.47307,2.39889,18.94749,8.5 [2.4-18.9]
Andorra,AND,1996,5.62484,2.08779,11.39992,5.6 [2.1-11.4]
Andorra,AND,2014,12.34633,5.20983,22.81963,12.3 [5.2-22.8]
Andorra,AND,1994,7.7433,3.97461,13.06479,7.7 [4.0-13.1]
Andorra,AND,2004,9.81154,5.23601,15.91623,9.8 [5.2-15.9]
Andorra,AND,2019,10.90192,5.19014,18.6792,10.9 [5.2-18.7]
Andorra,AND,2013,10.18099,5.4946,16.22752,10.2 [5.5-16.2]
Andorra,AND,2010,8.34242,3.25792,16.50714,8.3 [3.3-16.5]
